Número do contrato,Data de assinatura do contrato,Valor do contrato,Duração do contrato,Nome da empresa ou fornecedor contratado,Nome da agência governamental,Valor total do contrato,Valor pago até o momento,Valor a ser pago no futuro,Data de pagamento de parcelas,Latitude,Longitude,Região,Estado,Histórico de Pagamentos
9037,2022-08-12,31714.39,4,Rocha,Ministério da Defesa,31714.39,18161.83,1930.2699999999984,"[datetime.date(2025, 12, 27), datetime.date(2024, 8, 6), datetime.date(2026, 7, 18), datetime.date(2024, 11, 19)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2025, 12, 27), 'Valor': 287.56}, {'Data Pagamento': datetime.date(2024, 8, 6), 'Valor': 2997.49}, {'Data Pagamento': datetime.date(2026, 7, 18), 'Valor': 6886.13}, {'Data Pagamento': datetime.date(2024, 11, 19), 'Valor': 1451.11}]"
4160,2021-01-29,14947.25,1,Novaes,"Ministério da Agricultura, Pecuária e Abastecimento",14947.25,13705.88,200.15000000000077,"[datetime.date(2021, 11, 7)]",-27.5954,-48.548,Sul,SC,"[{'Data Pagamento': datetime.date(2021, 11, 7), 'Valor': 1041.22}]"
3046,2022-08-24,42531.48,1,da Costa,Ministério do Desenvolvimento Regional,42531.48,27134.86,2315.060000000003,"[datetime.date(2023, 1, 15)]",-27.5954,-48.548,Sul,SC,"[{'Data Pagamento': datetime.date(2023, 1, 15), 'Valor': 13081.56}]"
8730,2022-09-13,27156.18,5,Viana,Ministério da Saúde,27156.18,8134.37,887.4200000000014,"[datetime.date(2025, 8, 7), datetime.date(2025, 9, 5), datetime.date(2023, 9, 4), datetime.date(2023, 4, 7), datetime.date(2027, 5, 16)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2025, 8, 7), 'Valor': 4649.54}, {'Data Pagamento': datetime.date(2025, 9, 5), 'Valor': 4439.53}, {'Data Pagamento': datetime.date(2023, 9, 4), 'Valor': 602.0}, {'Data Pagamento': datetime.date(2023, 4, 7), 'Valor': 8113.38}, {'Data Pagamento': datetime.date(2027, 5, 16), 'Valor': 329.94}]"
4892,2019-09-05,19438.97,5,Jesus Novaes e Filhos,Ministério do Meio Ambiente,19438.97,16840.29,69.7400000000003,"[datetime.date(2020, 8, 13), datetime.date(2022, 5, 5), datetime.date(2019, 9, 24), datetime.date(2021, 6, 10), datetime.date(2023, 3, 30)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2020, 8, 13), 'Valor': 345.94}, {'Data Pagamento': datetime.date(2022, 5, 5), 'Valor': 392.54}, {'Data Pagamento': datetime.date(2019, 9, 24), 'Valor': 1269.57}, {'Data Pagamento': datetime.date(2021, 6, 10), 'Valor': 192.33}, {'Data Pagamento': datetime.date(2023, 3, 30), 'Valor': 328.56}]"
3034,2021-10-25,42781.99,3,Novaes,Ministério da Justiça,42781.99,29646.47,3032.779999999997,"[datetime.date(2022, 3, 25), datetime.date(2022, 7, 22), datetime.date(2022, 9, 30)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2022, 3, 25), 'Valor': 7824.16}, {'Data Pagamento': datetime.date(2022, 7, 22), 'Valor': 1649.58}, {'Data Pagamento': datetime.date(2022, 9, 30), 'Valor': 629.0}]"
2713,2020-12-21,31523.44,3,Melo Farias - EI,Ministério do Desenvolvimento Regional,31523.44,19548.39,1325.97,"[datetime.date(2022, 3, 1), datetime.date(2023, 2, 16), datetime.date(2022, 3, 30)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2022, 3, 1), 'Valor': 2637.05}, {'Data Pagamento': datetime.date(2023, 2, 16), 'Valor': 6801.67}, {'Data Pagamento': datetime.date(2022, 3, 30), 'Valor': 1210.36}]"
7651,2021-11-06,45623.42,3,Novaes e Filhos,Ministério da Justiça,45623.42,16912.02,2469.1799999999967,"[datetime.date(2023, 12, 27), datetime.date(2022, 9, 24), datetime.date(2023, 7, 11)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2023, 12, 27), 'Valor': 22264.81}, {'Data Pagamento': datetime.date(2022, 9, 24), 'Valor': 3547.5}, {'Data Pagamento': datetime.date(2023, 7, 11), 'Valor': 429.91}]"
4271,2021-07-17,27855.8,1,Araújo Monteiro S.A.,"Ministério da Agricultura, Pecuária e Abastecimento",27855.8,27390.61,206.58999999999867,"[datetime.date(2021, 8, 3)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2021, 8, 3), 'Valor': 258.6}]"
6485,2023-01-04,44549.15,2,Pinto S/A,Ministério do Desenvolvimento Regional,44549.15,28049.61,1622.5000000000018,"[datetime.date(2023, 9, 5), datetime.date(2024, 12, 10)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2023, 9, 5), 'Valor': 9949.97}, {'Data Pagamento': datetime.date(2024, 12, 10), 'Valor': 4927.07}]"
2527,2020-03-16,48040.18,1,Farias e Filhos,Ministério do Desenvolvimento Regional,48040.18,6372.43,37948.89,"[datetime.date(2021, 3, 4)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2021, 3, 4), 'Valor': 3718.86}]"
1249,2020-09-28,15917.07,5,Nunes,Ministério das Relações Exteriores,15917.07,10729.74,31.529999999999866,"[datetime.date(2024, 3, 22), datetime.date(2022, 11, 27), datetime.date(2024, 1, 8), datetime.date(2024, 4, 14), datetime.date(2022, 11, 12)]",-8.04756,-34.877,Nordeste,PE,"[{'Data Pagamento': datetime.date(2024, 3, 22), 'Valor': 3072.61}, {'Data Pagamento': datetime.date(2022, 11, 27), 'Valor': 1792.82}, {'Data Pagamento': datetime.date(2024, 1, 8), 'Valor': 130.25}, {'Data Pagamento': datetime.date(2024, 4, 14), 'Valor': 122.83}, {'Data Pagamento': datetime.date(2022, 11, 12), 'Valor': 37.29}]"
5200,2020-11-24,29097.54,1,Pires Silveira - EI,Ministério da Educação,29097.54,21489.69,4937.8200000000015,"[datetime.date(2021, 8, 12)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2021, 8, 12), 'Valor': 2670.03}]"
6196,2021-03-25,43361.0,3,Aragão da Rocha - EI,Ministério da Educação,43361.0,43172.45,0.030000000002907257,"[datetime.date(2024, 2, 25), datetime.date(2022, 1, 30), datetime.date(2023, 5, 8)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2024, 2, 25), 'Valor': 118.53}, {'Data Pagamento': datetime.date(2022, 1, 30), 'Valor': 12.29}, {'Data Pagamento': datetime.date(2023, 5, 8), 'Valor': 57.7}]"
2054,2022-06-22,22350.95,4,Farias Oliveira S.A.,Ministério da Saúde,22350.95,5421.7,1647.8799999999987,"[datetime.date(2026, 5, 17), datetime.date(2023, 10, 4), datetime.date(2025, 2, 19), datetime.date(2024, 6, 22)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2026, 5, 17), 'Valor': 1756.45}, {'Data Pagamento': datetime.date(2023, 10, 4), 'Valor': 12619.94}, {'Data Pagamento': datetime.date(2025, 2, 19), 'Valor': 510.08}, {'Data Pagamento': datetime.date(2024, 6, 22), 'Valor': 394.9}]"
6222,2022-01-01,23585.86,4,Rezende S/A,Ministério da Educação,23585.86,14941.73,26.100000000001174,"[datetime.date(2025, 3, 20), datetime.date(2025, 4, 10), datetime.date(2024, 3, 25), datetime.date(2023, 8, 16)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2025, 3, 20), 'Valor': 2155.56}, {'Data Pagamento': datetime.date(2025, 4, 10), 'Valor': 4636.18}, {'Data Pagamento': datetime.date(2024, 3, 25), 'Valor': 1787.18}, {'Data Pagamento': datetime.date(2023, 8, 16), 'Valor': 39.11}]"
4733,2023-06-18,16842.22,5,Costa,Ministério da Economia,16842.22,378.1,8.570000000000846,"[datetime.date(2023, 7, 18), datetime.date(2025, 7, 16), datetime.date(2028, 1, 31), datetime.date(2026, 2, 3), datetime.date(2025, 5, 27)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2023, 7, 18), 'Valor': 1210.88}, {'Data Pagamento': datetime.date(2025, 7, 16), 'Valor': 12774.79}, {'Data Pagamento': datetime.date(2028, 1, 31), 'Valor': 1664.07}, {'Data Pagamento': datetime.date(2026, 2, 3), 'Valor': 151.26}, {'Data Pagamento': datetime.date(2025, 5, 27), 'Valor': 654.55}]"
5103,2019-06-17,19665.27,1,Cardoso,Ministério da Economia,19665.27,2187.59,1079.7700000000004,"[datetime.date(2019, 7, 3)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2019, 7, 3), 'Valor': 16397.91}]"
8201,2022-07-13,11369.46,1,Viana,Ministério da Justiça,11369.46,785.3,6470.29,"[datetime.date(2022, 12, 7)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2022, 12, 7), 'Valor': 4113.87}]"
3923,2022-11-23,21782.01,3,Porto Carvalho e Filhos,Ministério do Meio Ambiente,21782.01,10253.91,7741.729999999999,"[datetime.date(2025, 9, 14), datetime.date(2024, 7, 13), datetime.date(2023, 3, 25)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2025, 9, 14), 'Valor': 1935.75}, {'Data Pagamento': datetime.date(2024, 7, 13), 'Valor': 1152.42}, {'Data Pagamento': datetime.date(2023, 3, 25), 'Valor': 698.2}]"
7042,2021-04-20,13470.62,4,Cunha - EI,Ministério da Economia,13470.62,10307.49,95.47000000000095,"[datetime.date(2021, 12, 27), datetime.date(2024, 5, 1), datetime.date(2021, 8, 5), datetime.date(2024, 6, 7)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2021, 12, 27), 'Valor': 1282.47}, {'Data Pagamento': datetime.date(2024, 5, 1), 'Valor': 1072.24}, {'Data Pagamento': datetime.date(2021, 8, 5), 'Valor': 590.46}, {'Data Pagamento': datetime.date(2024, 6, 7), 'Valor': 122.49}]"
8526,2021-12-29,24154.69,4,Teixeira - ME,Ministério da Saúde,24154.69,23280.53,88.0199999999999,"[datetime.date(2023, 10, 27), datetime.date(2023, 10, 28), datetime.date(2023, 1, 10), datetime.date(2024, 1, 18)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2023, 10, 27), 'Valor': 29.03}, {'Data Pagamento': datetime.date(2023, 10, 28), 'Valor': 41.8}, {'Data Pagamento': datetime.date(2023, 1, 10), 'Valor': 674.08}, {'Data Pagamento': datetime.date(2024, 1, 18), 'Valor': 41.23}]"
7980,2023-07-29,42186.91,1,Dias,Ministério da Saúde,42186.91,11373.89,20401.610000000004,"[datetime.date(2023, 11, 1)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2023, 11, 1), 'Valor': 10411.41}]"
7666,2020-11-11,12051.29,5,Barbosa Teixeira S/A,Ministério das Relações Exteriores,12051.29,3480.56,105.21000000000174,"[datetime.date(2024, 10, 3), datetime.date(2025, 8, 23), datetime.date(2023, 5, 17), datetime.date(2021, 12, 14), datetime.date(2023, 11, 3)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2024, 10, 3), 'Valor': 7578.15}, {'Data Pagamento': datetime.date(2025, 8, 23), 'Valor': 146.76}, {'Data Pagamento': datetime.date(2023, 5, 17), 'Valor': 519.27}, {'Data Pagamento': datetime.date(2021, 12, 14), 'Valor': 65.54}, {'Data Pagamento': datetime.date(2023, 11, 3), 'Valor': 155.8}]"
3885,2021-11-01,41501.39,4,Nunes,Ministério das Relações Exteriores,41501.39,10649.62,190.25999999999723,"[datetime.date(2024, 6, 2), datetime.date(2023, 6, 9), datetime.date(2023, 7, 13), datetime.date(2023, 11, 25)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2024, 6, 2), 'Valor': 11014.45}, {'Data Pagamento': datetime.date(2023, 6, 9), 'Valor': 19571.53}, {'Data Pagamento': datetime.date(2023, 7, 13), 'Valor': 4.19}, {'Data Pagamento': datetime.date(2023, 11, 25), 'Valor': 71.34}]"
3692,2020-06-11,11206.11,4,Almeida S/A,Ministério do Desenvolvimento Regional,11206.11,8420.33,7.1600000000008,"[datetime.date(2020, 6, 20), datetime.date(2021, 7, 11), datetime.date(2020, 9, 17), datetime.date(2022, 4, 5)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2020, 6, 20), 'Valor': 2772.41}, {'Data Pagamento': datetime.date(2021, 7, 11), 'Valor': 0.58}, {'Data Pagamento': datetime.date(2020, 9, 17), 'Valor': 4.08}, {'Data Pagamento': datetime.date(2022, 4, 5), 'Valor': 1.55}]"
5219,2023-02-04,34234.57,3,da Rosa,Ministério do Meio Ambiente,34234.57,2187.24,857.4800000000014,"[datetime.date(2025, 4, 20), datetime.date(2025, 4, 19), datetime.date(2023, 3, 13)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2025, 4, 20), 'Valor': 590.53}, {'Data Pagamento': datetime.date(2025, 4, 19), 'Valor': 17835.54}, {'Data Pagamento': datetime.date(2023, 3, 13), 'Valor': 12763.78}]"
9167,2023-09-03,19169.02,2,da Rocha,Ministério da Justiça,19169.02,3633.88,1036.5,"[datetime.date(2024, 11, 15), datetime.date(2024, 9, 20)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2024, 11, 15), 'Valor': 11118.15}, {'Data Pagamento': datetime.date(2024, 9, 20), 'Valor': 3380.49}]"
4431,2021-04-20,29853.73,1,Castro,Ministério do Meio Ambiente,29853.73,17529.34,4089.7699999999986,"[datetime.date(2021, 5, 25)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2021, 5, 25), 'Valor': 8234.62}]"
6353,2023-03-01,29873.13,4,Jesus,Ministério do Meio Ambiente,29873.13,24788.0,12.24000000000143,"[datetime.date(2023, 6, 27), datetime.date(2024, 8, 27), datetime.date(2026, 12, 4), datetime.date(2024, 12, 4)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2023, 6, 27), 'Valor': 4490.73}, {'Data Pagamento': datetime.date(2024, 8, 27), 'Valor': 150.46}, {'Data Pagamento': datetime.date(2026, 12, 4), 'Valor': 142.45}, {'Data Pagamento': datetime.date(2024, 12, 4), 'Valor': 289.25}]"
2884,2019-12-10,31201.82,2,Souza - ME,"Ministério da Agricultura, Pecuária e Abastecimento",31201.82,5627.63,17388.619999999995,"[datetime.date(2021, 1, 4), datetime.date(2021, 7, 20)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2021, 1, 4), 'Valor': 3312.24}, {'Data Pagamento': datetime.date(2021, 7, 20), 'Valor': 4873.33}]"
7370,2019-01-29,29939.16,1,Nogueira - EI,Ministério da Justiça,29939.16,6541.43,19915.37,"[datetime.date(2019, 11, 11)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2019, 11, 11), 'Valor': 3482.36}]"
6205,2018-11-09,29925.85,2,Pereira - ME,Ministério da Economia,29925.85,10852.68,8183.6799999999985,"[datetime.date(2019, 9, 8), datetime.date(2019, 2, 11)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2019, 9, 8), 'Valor': 1472.87}, {'Data Pagamento': datetime.date(2019, 2, 11), 'Valor': 9416.62}]"
9258,2019-10-11,39067.35,3,da Luz Vieira e Filhos,Ministério do Meio Ambiente,39067.35,24291.96,2507.629999999999,"[datetime.date(2020, 11, 18), datetime.date(2022, 2, 13), datetime.date(2020, 2, 5)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2020, 11, 18), 'Valor': 5617.11}, {'Data Pagamento': datetime.date(2022, 2, 13), 'Valor': 1791.71}, {'Data Pagamento': datetime.date(2020, 2, 5), 'Valor': 4858.94}]"
5427,2020-10-06,19944.1,3,da Luz S.A.,Ministério do Desenvolvimento Regional,19944.1,14464.39,48.36999999999897,"[datetime.date(2022, 1, 20), datetime.date(2021, 5, 19), datetime.date(2023, 6, 9)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2022, 1, 20), 'Valor': 2418.73}, {'Data Pagamento': datetime.date(2021, 5, 19), 'Valor': 2948.09}, {'Data Pagamento': datetime.date(2023, 6, 9), 'Valor': 64.52}]"
3200,2021-10-18,25562.86,3,Castro,Ministério da Defesa,25562.86,12324.33,1185.8200000000006,"[datetime.date(2024, 4, 30), datetime.date(2023, 3, 4), datetime.date(2024, 4, 12)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2024, 4, 30), 'Valor': 7674.81}, {'Data Pagamento': datetime.date(2023, 3, 4), 'Valor': 204.65}, {'Data Pagamento': datetime.date(2024, 4, 12), 'Valor': 4173.25}]"
4172,2019-03-30,15455.08,2,Farias da Cunha - ME,Ministério do Meio Ambiente,15455.08,2726.63,54.70000000000073,"[datetime.date(2019, 4, 14), datetime.date(2020, 4, 4)]",-27.5954,-48.548,Sul,SC,"[{'Data Pagamento': datetime.date(2019, 4, 14), 'Valor': 233.9}, {'Data Pagamento': datetime.date(2020, 4, 4), 'Valor': 12439.85}]"
9578,2019-02-09,40573.86,5,Ramos,Ministério da Saúde,40573.86,4094.02,157.9900000000054,"[datetime.date(2023, 12, 15), datetime.date(2019, 10, 14), datetime.date(2024, 1, 28), datetime.date(2020, 1, 3), datetime.date(2021, 7, 18)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2023, 12, 15), 'Valor': 19335.17}, {'Data Pagamento': datetime.date(2019, 10, 14), 'Valor': 15353.09}, {'Data Pagamento': datetime.date(2024, 1, 28), 'Valor': 802.25}, {'Data Pagamento': datetime.date(2020, 1, 3), 'Valor': 376.5}, {'Data Pagamento': datetime.date(2021, 7, 18), 'Valor': 454.84}]"
7143,2018-11-02,28580.78,5,Melo,Ministério da Justiça,28580.78,26969.38,238.01999999999774,"[datetime.date(2020, 2, 8), datetime.date(2020, 8, 14), datetime.date(2019, 6, 5), datetime.date(2021, 2, 21), datetime.date(2021, 2, 23)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2020, 2, 8), 'Valor': 358.46}, {'Data Pagamento': datetime.date(2020, 8, 14), 'Valor': 595.46}, {'Data Pagamento': datetime.date(2019, 6, 5), 'Valor': 341.54}, {'Data Pagamento': datetime.date(2021, 2, 21), 'Valor': 16.27}, {'Data Pagamento': datetime.date(2021, 2, 23), 'Valor': 61.65}]"
7038,2022-03-04,20143.51,1,da Rocha Ltda.,Ministério do Meio Ambiente,20143.51,5160.69,1467.9300000000003,"[datetime.date(2023, 2, 11)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2023, 2, 11), 'Valor': 13514.89}]"
6193,2023-07-14,21546.8,2,Pereira e Filhos,Ministério da Economia,21546.8,11621.14,9613.37,"[datetime.date(2024, 1, 9), datetime.date(2024, 4, 2)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2024, 1, 9), 'Valor': 275.89}, {'Data Pagamento': datetime.date(2024, 4, 2), 'Valor': 36.4}]"
8851,2021-07-20,27399.46,2,da Conceição,"Ministério da Agricultura, Pecuária e Abastecimento",27399.46,12932.98,2370.539999999999,"[datetime.date(2022, 9, 24), datetime.date(2022, 3, 10)]",-3.119,-60.0212,Norte,AM,"[{'Data Pagamento': datetime.date(2022, 9, 24), 'Valor': 621.03}, {'Data Pagamento': datetime.date(2022, 3, 10), 'Valor': 11474.91}]"
5709,2021-11-15,36412.72,3,Cunha,Ministério da Defesa,36412.72,1868.92,17936.050000000003,"[datetime.date(2022, 8, 24), datetime.date(2024, 9, 29), datetime.date(2023, 11, 28)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2022, 8, 24), 'Valor': 9606.05}, {'Data Pagamento': datetime.date(2024, 9, 29), 'Valor': 58.08}, {'Data Pagamento': datetime.date(2023, 11, 28), 'Valor': 6943.62}]"
9779,2022-03-25,41485.64,4,Pires S.A.,"Ministério da Agricultura, Pecuária e Abastecimento",41485.64,18477.09,4781.479999999998,"[datetime.date(2024, 5, 31), datetime.date(2023, 4, 16), datetime.date(2025, 5, 21), datetime.date(2023, 7, 21)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2024, 5, 31), 'Valor': 844.29}, {'Data Pagamento': datetime.date(2023, 4, 16), 'Valor': 5801.74}, {'Data Pagamento': datetime.date(2025, 5, 21), 'Valor': 7049.3}, {'Data Pagamento': datetime.date(2023, 7, 21), 'Valor': 4531.74}]"
1703,2022-04-16,43610.49,4,Costela,"Ministério da Agricultura, Pecuária e Abastecimento",43610.49,1669.57,5694.219999999999,"[datetime.date(2023, 10, 8), datetime.date(2022, 7, 4), datetime.date(2022, 5, 10), datetime.date(2023, 6, 27)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2023, 10, 8), 'Valor': 15264.81}, {'Data Pagamento': datetime.date(2022, 7, 4), 'Valor': 5436.08}, {'Data Pagamento': datetime.date(2022, 5, 10), 'Valor': 11512.24}, {'Data Pagamento': datetime.date(2023, 6, 27), 'Valor': 4033.57}]"
9185,2023-07-27,17838.87,3,Souza,Ministério do Meio Ambiente,17838.87,15184.95,7.49999999999829,"[datetime.date(2025, 6, 13), datetime.date(2023, 10, 30), datetime.date(2023, 12, 1)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2025, 6, 13), 'Valor': 2629.04}, {'Data Pagamento': datetime.date(2023, 10, 30), 'Valor': 9.6}, {'Data Pagamento': datetime.date(2023, 12, 1), 'Valor': 7.78}]"
7632,2021-03-26,11685.59,2,Rocha - EI,Ministério do Meio Ambiente,11685.59,8548.04,21.219999999999274,"[datetime.date(2023, 2, 7), datetime.date(2022, 1, 31)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2023, 2, 7), 'Valor': 3003.5}, {'Data Pagamento': datetime.date(2022, 1, 31), 'Valor': 112.83}]"
3036,2021-02-20,23012.18,5,Dias Rezende Ltda.,Ministério do Desenvolvimento Regional,23012.18,2793.26,149.01999999999867,"[datetime.date(2025, 10, 21), datetime.date(2024, 8, 13), datetime.date(2024, 4, 14), datetime.date(2022, 5, 6), datetime.date(2023, 2, 2)]",-9.9747,-67.8076,Norte,AC,"[{'Data Pagamento': datetime.date(2025, 10, 21), 'Valor': 16004.32}, {'Data Pagamento': datetime.date(2024, 8, 13), 'Valor': 1726.98}, {'Data Pagamento': datetime.date(2024, 4, 14), 'Valor': 2205.64}, {'Data Pagamento': datetime.date(2022, 5, 6), 'Valor': 75.27}, {'Data Pagamento': datetime.date(2023, 2, 2), 'Valor': 57.69}]"
6310,2019-11-22,47543.16,5,Melo Campos e Filhos,Ministério da Educação,47543.16,35928.52,51.85000000000721,"[datetime.date(2021, 12, 25), datetime.date(2020, 9, 1), datetime.date(2023, 3, 13), datetime.date(2023, 4, 13), datetime.date(2022, 8, 28)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2021, 12, 25), 'Valor': 8319.3}, {'Data Pagamento': datetime.date(2020, 9, 1), 'Valor': 3031.51}, {'Data Pagamento': datetime.date(2023, 3, 13), 'Valor': 174.2}, {'Data Pagamento': datetime.date(2023, 4, 13), 'Valor': 5.8}, {'Data Pagamento': datetime.date(2022, 8, 28), 'Valor': 31.98}]"
5833,2023-02-19,11519.69,5,Santos Duarte Ltda.,Ministério das Relações Exteriores,11519.69,9943.63,157.3400000000014,"[datetime.date(2023, 8, 22), datetime.date(2024, 3, 31), datetime.date(2023, 9, 21), datetime.date(2028, 2, 9), datetime.date(2027, 4, 16)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2023, 8, 22), 'Valor': 896.31}, {'Data Pagamento': datetime.date(2024, 3, 31), 'Valor': 169.11}, {'Data Pagamento': datetime.date(2023, 9, 21), 'Valor': 170.65}, {'Data Pagamento': datetime.date(2028, 2, 9), 'Valor': 145.89}, {'Data Pagamento': datetime.date(2027, 4, 16), 'Valor': 36.76}]"
4022,2023-02-13,40985.38,1,Peixoto Ltda.,Ministério da Economia,40985.38,14879.63,4878.9000000000015,"[datetime.date(2023, 6, 9)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2023, 6, 9), 'Valor': 21226.85}]"
2205,2022-12-04,44363.39,3,Nascimento e Filhos,Ministério do Meio Ambiente,44363.39,26666.68,228.8699999999996,"[datetime.date(2024, 10, 6), datetime.date(2023, 4, 24), datetime.date(2025, 7, 15)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2024, 10, 6), 'Valor': 10856.41}, {'Data Pagamento': datetime.date(2023, 4, 24), 'Valor': 6473.86}, {'Data Pagamento': datetime.date(2025, 7, 15), 'Valor': 137.57}]"
8119,2019-11-05,42615.59,2,da Paz,Ministério do Desenvolvimento Regional,42615.59,6855.36,2742.3299999999945,"[datetime.date(2020, 12, 2), datetime.date(2021, 1, 29)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2020, 12, 2), 'Valor': 6142.0}, {'Data Pagamento': datetime.date(2021, 1, 29), 'Valor': 26875.9}]"
9069,2022-02-13,45232.64,3,Jesus,Ministério da Justiça,45232.64,120.78,6466.830000000004,"[datetime.date(2024, 2, 7), datetime.date(2023, 10, 28), datetime.date(2023, 5, 30)]",-12.9714,-38.5014,Nordeste,BA,"[{'Data Pagamento': datetime.date(2024, 2, 7), 'Valor': 3522.27}, {'Data Pagamento': datetime.date(2023, 10, 28), 'Valor': 26044.54}, {'Data Pagamento': datetime.date(2023, 5, 30), 'Valor': 9078.22}]"
8682,2021-08-04,20017.71,4,Gomes,Ministério da Saúde,20017.71,4104.94,1325.73,"[datetime.date(2024, 12, 31), datetime.date(2024, 5, 2), datetime.date(2021, 8, 17), datetime.date(2024, 10, 9)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2024, 12, 31), 'Valor': 12120.37}, {'Data Pagamento': datetime.date(2024, 5, 2), 'Valor': 1490.03}, {'Data Pagamento': datetime.date(2021, 8, 17), 'Valor': 466.14}, {'Data Pagamento': datetime.date(2024, 10, 9), 'Valor': 510.5}]"
7408,2019-06-22,11127.9,1,Campos S.A.,Ministério do Meio Ambiente,11127.9,1466.41,8797.66,"[datetime.date(2019, 10, 10)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2019, 10, 10), 'Valor': 863.83}]"
4091,2018-12-03,14941.58,1,da Mata Cardoso S.A.,Ministério da Educação,14941.58,167.94,12222.46,"[datetime.date(2019, 4, 21)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2019, 4, 21), 'Valor': 2551.18}]"
2804,2019-12-04,26815.28,1,Gomes,Ministério da Defesa,26815.28,11978.5,6537.629999999999,"[datetime.date(2019, 12, 31)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2019, 12, 31), 'Valor': 8299.15}]"
